Sl no.,District Name,State,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1214,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2428,3018,3018,25-Jul-24
1215,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2482,5731,4891,20-Sep-24
1216,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2500,5354,5354,21-Sep-24
1217,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2539,5279,5279,23-Sep-24
1218,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2564,5483,4623,15-Oct-24
1219,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2600,8750,2600,13-Jul-24
1220,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2677,5847,5378,28-Sep-24
1221,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2730,9566,5929,08-Aug-24
1222,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2782,5642,5557,24-Oct-24
1223,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2800,5850,3100,14-Sep-24
1224,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2805,6255,5125,25-Sep-24
1225,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2809,5107,5107,21-Oct-24
1226,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2815,5671,3761,06-Dec-24
1227,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2900,6000,5700,30-Sep-24
1228,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2900,6200,4800,12-Oct-24
1229,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2900,6200,5200,07-Oct-24
1230,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2921,6000,4200,16-Sep-24
1231,kapurthala,Punjab,Phagwara,Apple,Other,Medium,2987,5903,3895,12-Sep-24
1232,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3000,12430,4056,12-Aug-24
1233,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3100,6676,4041,09-Oct-24
1234,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3133,6245,4977,23-Oct-24
1235,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3140,7147,5609,17-Aug-24
1236,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3150,6749,6140,05-Nov-24
1237,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3158,6947,4969,22-Oct-24
1238,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3200,5082,4122,11-Nov-24
1239,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3200,6000,6000,12-Nov-24
1240,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3209,6046,6046,09-Nov-24
1241,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3209,6082,5107,14-Oct-24
1242,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3210,4812,4127,19-Sep-24
1243,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3226,6422,3870,28-Oct-24
1244,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3360,6239,6239,13-Dec-24
1245,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3368,4780,4780,06-Aug-24
1246,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3411,15872,15872,24-Jul-24
1247,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3422,6155,6155,25-Oct-24
1248,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3438,6492,3704,26-Oct-24
1249,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3457,7296,6445,04-Oct-24
1250,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3459,6830,5042,07-Nov-24
1251,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3474,16950,3474,31-Jul-24
1252,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3500,6000,5500,08-Oct-24
1253,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3500,6500,5500,17-Dec-24
1254,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3500,7000,5000,10-Oct-24
1255,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3500,7200,6200,02-Nov-24
1256,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3529,16500,6796,07-Aug-24
1257,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3559,7721,4945,03-Oct-24
1258,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3585,8000,6676,28-Aug-24
1259,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3600,7800,5200,11-Oct-24
1260,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3618,3618,3618,21-Jun-24
1261,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3669,11215,11215,26-Jul-24
1262,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3675,6008,3675,15-Feb-25
1263,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3721,8701,6775,12-Dec-24
1264,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3751,7100,4032,03-Sep-24
1265,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3800,6500,4100,07-Sep-24
1266,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3800,6500,4800,10-Dec-24
1267,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3800,9000,7200,27-Aug-24
1268,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3836,7250,4498,31-Aug-24
1269,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3900,6500,6000,01-Nov-24
1270,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3974,8573,5689,30-Aug-24
1271,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3976,3976,3976,20-Jun-24
1272,kapurthala,Punjab,Phagwara,Apple,Other,Medium,3996,7197,6655,23-Nov-24
1273,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4000,7500,6800,04-Sep-24
1274,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4076,8210,4076,10-Aug-24
1275,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4089,7224,4089,21-Nov-24
1276,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4191,6194,4191,25-Apr-24
1277,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4200,4917,4917,17-Sep-24
1278,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4218,6358,4218,02-Dec-24
1279,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4227,6674,4227,21-Dec-24
1280,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4229,6208,4229,29-Nov-24
1281,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4342,5674,5674,25-Dec-24
1282,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4500,6700,6000,06-Nov-24
1283,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4500,7400,6500,05-Sep-24
1284,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4546,6400,5155,16-Nov-24
1285,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4578,11818,6377,22-Aug-24
1286,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4625,4625,4625,24-Jun-24
1287,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4703,9300,9300,08-May-24
1288,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4753,5836,5836,26-Nov-24
1289,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4753,6434,4753,15-Nov-24
1290,kapurthala,Punjab,Phagwara,Apple,Other,Medium,4828,6610,6122,25-Nov-24
1291,kapurthala,Punjab,Phagwara,Apple,Other,Medium,5129,5526,5526,25-Jun-24
1292,kapurthala,Punjab,Phagwara,Apple,Other,Medium,5138,6662,5199,28-Nov-24
1293,kapurthala,Punjab,Phagwara,Apple,Other,Medium,5151,6416,5327,13-Nov-24
1294,kapurthala,Punjab,Phagwara,Apple,Other,Medium,5200,6500,6500,01-Jan-25
1295,kapurthala,Punjab,Phagwara,Apple,Other,Medium,5267,9817,6314,29-Aug-24
1296,kapurthala,Punjab,Phagwara,Apple,Other,Medium,5285,5285,5285,19-Jun-24
1297,kapurthala,Punjab,Phagwara,Apple,Other,Medium,5440,7000,6541,22-Nov-24
1298,kapurthala,Punjab,Phagwara,Apple,Other,Medium,5527,7266,7266,04-Dec-24
1299,kapurthala,Punjab,Phagwara,Apple,Other,Medium,5544,12786,5544,20-Dec-24
1300,kapurthala,Punjab,Phagwara,Apple,Other,Medium,5559,7585,7585,03-Jan-25
1301,kapurthala,Punjab,Phagwara,Apple,Other,Medium,5561,11847,11847,18-Feb-25
1302,kapurthala,Punjab,Phagwara,Apple,Other,Medium,5611,6002,6002,03-Dec-24
1303,kapurthala,Punjab,Phagwara,Apple,Other,Medium,5736,10624,5736,21-Aug-24
1304,kapurthala,Punjab,Phagwara,Apple,Other,Medium,5812,11716,10273,04-Apr-24
1305,kapurthala,Punjab,Phagwara,Apple,Other,Medium,6000,6343,6000,19-Nov-24
1306,kapurthala,Punjab,Phagwara,Apple,Other,Medium,6050,6235,6050,14-Nov-24
1307,kapurthala,Punjab,Phagwara,Apple,Other,Medium,6099,6099,6099,24-Dec-24
1308,kapurthala,Punjab,Phagwara,Apple,Other,Medium,6131,6131,6131,26-Jun-24
1309,kapurthala,Punjab,Phagwara,Apple,Other,Medium,6330,6330,6330,18-Jun-24
1310,kapurthala,Punjab,Phagwara,Apple,Other,Medium,6402,7132,6402,20-Nov-24
1311,kapurthala,Punjab,Phagwara,Apple,Other,Medium,6489,6489,6489,19-Dec-24
1312,kapurthala,Punjab,Phagwara,Apple,Other,Medium,6500,7000,7000,23-Dec-24
1313,kapurthala,Punjab,Phagwara,Apple,Other,Medium,6582,10000,9908,20-Apr-24
1314,kapurthala,Punjab,Phagwara,Apple,Other,Medium,6710,9000,6710,15-May-24
1315,kapurthala,Punjab,Phagwara,Apple,Other,Medium,6716,6716,6716,04-Jan-25
1316,kapurthala,Punjab,Phagwara,Apple,Other,Medium,6963,7004,7004,07-Jan-25
1317,kapurthala,Punjab,Phagwara,Apple,Other,Medium,6963,7004,7004,08-Jan-25
1318,kapurthala,Punjab,Phagwara,Apple,Other,Medium,7000,7540,7200,28-Dec-24
1319,kapurthala,Punjab,Phagwara,Apple,Other,Medium,7000,8375,7000,14-May-24
1320,kapurthala,Punjab,Phagwara,Apple,Other,Medium,7000,9408,9408,01-May-24
1321,kapurthala,Punjab,Phagwara,Apple,Other,Medium,7000,12000,9000,22-Apr-24
1322,kapurthala,Punjab,Phagwara,Apple,Other,Medium,7081,8542,8542,04-Feb-25
1323,kapurthala,Punjab,Phagwara,Apple,Other,Medium,7307,17486,17486,05-Apr-24
1324,kapurthala,Punjab,Phagwara,Apple,Other,Medium,7329,7329,7329,27-Dec-24
1325,kapurthala,Punjab,Phagwara,Apple,Other,Medium,7494,16950,7494,09-Apr-24
1326,kapurthala,Punjab,Phagwara,Apple,Other,Medium,7510,7510,7510,18-Dec-24
1327,kapurthala,Punjab,Phagwara,Apple,Other,Medium,7981,7981,7981,11-Apr-24
1328,kapurthala,Punjab,Phagwara,Apple,Other,Medium,8000,8000,8000,31-Mar-25
1329,kapurthala,Punjab,Phagwara,Apple,Other,Medium,8000,11000,10000,26-Apr-24
1330,kapurthala,Punjab,Phagwara,Apple,Other,Medium,8000,11000,10000,27-Apr-24
1331,kapurthala,Punjab,Phagwara,Apple,Other,Medium,8000,11063,11063,26-Mar-25
1332,kapurthala,Punjab,Phagwara,Apple,Other,Medium,8000,13610,12810,22-Mar-25
1333,kapurthala,Punjab,Phagwara,Apple,Other,Medium,8002,8903,8002,10-Feb-25
1334,kapurthala,Punjab,Phagwara,Apple,Other,Medium,8050,8050,8050,03-Apr-24
1335,kapurthala,Punjab,Phagwara,Apple,Other,Medium,8224,8224,8224,07-Feb-25
1336,kapurthala,Punjab,Phagwara,Apple,Other,Medium,8243,10631,10000,21-Feb-25
1337,kapurthala,Punjab,Phagwara,Apple,Other,Medium,8243,10631,10000,22-Feb-25
1338,kapurthala,Punjab,Phagwara,Apple,Other,Medium,8488,10667,10667,24-Jan-25
1339,kapurthala,Punjab,Phagwara,Apple,Other,Medium,8880,11034,11034,17-Feb-25
1340,kapurthala,Punjab,Phagwara,Apple,Other,Medium,9000,10000,9800,03-May-24
1341,kapurthala,Punjab,Phagwara,Apple,Other,Medium,9002,9535,9535,05-Dec-24
1342,kapurthala,Punjab,Phagwara,Apple,Other,Medium,9034,9034,9034,16-May-24
1343,kapurthala,Punjab,Phagwara,Apple,Other,Medium,9275,10150,9275,02-May-24
1344,kapurthala,Punjab,Phagwara,Apple,Other,Medium,9297,18692,9297,16-Apr-25
1345,kapurthala,Punjab,Phagwara,Apple,Other,Medium,9300,9300,9300,05-Jun-24
1346,kapurthala,Punjab,Phagwara,Apple,Other,Medium,9352,9352,9352,25-Jan-25
1347,kapurthala,Punjab,Phagwara,Apple,Other,Medium,9600,12000,9600,18-Apr-24
1348,kapurthala,Punjab,Phagwara,Apple,Other,Medium,9629,12323,9629,17-Apr-24
1349,kapurthala,Punjab,Phagwara,Apple,Other,Medium,9694,10750,9694,15-Jul-24
1350,kapurthala,Punjab,Phagwara,Apple,Other,Medium,9844,10000,9844,30-Apr-24
1351,kapurthala,Punjab,Phagwara,Apple,Other,Medium,9976,9976,9976,19-Apr-24
1352,kapurthala,Punjab,Phagwara,Apple,Other,Medium,9989,9989,9989,30-Jan-25
1353,kapurthala,Punjab,Phagwara,Apple,Other,Medium,10000,10000,10000,20-Jan-25
1354,kapurthala,Punjab,Phagwara,Apple,Other,Medium,10000,12000,12000,10-May-24
1355,kapurthala,Punjab,Phagwara,Apple,Other,Medium,10000,12243,12243,22-Jan-25
1356,kapurthala,Punjab,Phagwara,Apple,Other,Medium,10000,12415,12415,08-Mar-25
1357,kapurthala,Punjab,Phagwara,Apple,Other,Medium,10000,19000,12000,13-Apr-24
1358,kapurthala,Punjab,Phagwara,Apple,Other,Medium,10023,17109,10023,29-Mar-25
1359,kapurthala,Punjab,Phagwara,Apple,Other,Medium,10272,10272,10272,18-Jan-25
1360,kapurthala,Punjab,Phagwara,Apple,Other,Medium,10375,10375,10375,16-Jan-25
1361,kapurthala,Punjab,Phagwara,Apple,Other,Medium,10656,10656,10656,20-Feb-25
1362,kapurthala,Punjab,Phagwara,Apple,Other,Medium,11342,11342,11342,09-Apr-25
1363,kapurthala,Punjab,Phagwara,Apple,Other,Medium,11570,14401,11589,27-Mar-25
1364,kapurthala,Punjab,Phagwara,Apple,Other,Medium,11607,12359,12359,11-Mar-25
1365,kapurthala,Punjab,Phagwara,Apple,Other,Medium,12129,19579,12129,18-Apr-25
1366,kapurthala,Punjab,Phagwara,Apple,Other,Medium,12242,12242,12242,05-Mar-25
1367,kapurthala,Punjab,Phagwara,Apple,Other,Medium,12777,12777,12777,21-Mar-25
1368,kapurthala,Punjab,Phagwara,Apple,Other,Medium,13167,13167,13167,08-Apr-25
1369,kapurthala,Punjab,Phagwara,Apple,Other,Medium,16203,16203,16203,15-Apr-24
1370,kapurthala,Punjab,Phagwara,Apple,Other,Medium,16663,16663,16663,10-Apr-24
1371,kapurthala,Punjab,Phagwara,Apple,Other,Medium,18097,18097,18097,12-Apr-24
1372,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1200,1308,1200,24-Jun-24
1373,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1414,2058,1714,18-Jul-24
1374,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,2800,3493,2800,20-Nov-24
1375,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,2000,3500,2500,07-Dec-24
1376,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,400,550,400,08-Feb-25
1377,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1755,2000,1755,14-Sep-24
1378,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1800,2500,2000,30-Nov-24
1379,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1600,2050,1656,12-Aug-24
1380,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,200,300,273,16-Apr-25
1381,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,400,475,467,14-Jan-25
1382,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,233,416,400,17-Feb-25
1383,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,600,987,600,05-Apr-24
1384,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,987,1400,987,28-Jun-24
1385,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1500,1700,1500,11-Sep-24
1386,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1682,2050,1682,24-Sep-24
1387,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,2400,4100,3300,17-Oct-24
1388,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1400,2000,1800,23-Dec-24
1389,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,200,373,299,29-Mar-25
1390,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,500,850,500,24-Apr-24
1391,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1500,4425,4425,13-Dec-24
1392,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1499,2204,1709,03-Sep-24
1393,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,250,400,331,03-Apr-25
1394,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1800,3000,1800,15-Nov-24
1395,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1450,2000,1869,22-Jul-24
1396,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1869,2300,1869,17-Jul-24
1397,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,295,375,295,26-Mar-25
1398,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,200,372,271,17-Apr-25
1399,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,500,939,939,02-May-24
1400,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1000,2200,1000,20-Jul-24
1401,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1600,2000,1682,25-Sep-24
1402,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1800,1870,1800,24-Dec-24
1403,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,500,800,700,03-May-24
1404,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,700,1050,900,31-May-24
1405,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1681,2000,1800,28-Sep-24
1406,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,2028,2028,2028,04-Oct-24
1407,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,2000,3000,2600,10-Dec-24
1408,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,550,1050,700,08-Apr-24
1409,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,215,280,280,08-Apr-25
1410,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1600,2800,2000,26-Aug-24
1411,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1800,2296,1859,20-Dec-24
1412,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,235,500,330,07-Feb-25
1413,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,250,300,250,20-Mar-25
1414,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1200,2100,1800,01-Jan-25
1415,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1600,1682,1682,26-Jul-24
1416,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,200,450,305,01-Feb-25
1417,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,2500,3738,3738,08-Nov-24
1418,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,953,1682,953,08-Jun-24
1419,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1300,1500,1300,30-Dec-24
1420,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1200,1650,1500,09-Aug-24
1421,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1800,3167,2700,21-Nov-24
1422,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,242,400,311,12-Feb-25
1423,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,250,370,287,27-Mar-25
1424,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,200,300,273,31-Mar-25
1425,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1500,1860,1500,10-Aug-24
1426,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,2350,3677,3677,09-Nov-24
1427,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,800,1179,1121,05-Jun-24
1428,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,250,363,363,04-Apr-25
1429,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1800,2000,1800,13-Jul-24
1430,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,2000,2336,2116,05-Dec-24
1431,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,700,900,700,20-Jan-25
1432,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,300,621,444,24-Jan-25
1433,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,900,1000,900,03-Jun-24
1434,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,250,410,365,06-Mar-25
1435,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,600,840,700,15-Apr-24
1436,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1700,2000,2000,21-Aug-24
1437,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1800,2046,1800,06-Aug-24
1438,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1214,1355,1355,18-Jun-24
1439,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1900,2368,1900,05-Aug-24
1440,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1008,1598,1008,27-Sep-24
1441,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,300,398,351,11-Feb-25
1442,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,300,370,325,24-Mar-25
1443,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1500,1800,1800,22-Aug-24
1444,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1200,1731,1308,02-Jul-24
1445,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,300,1400,1400,13-Jan-25
1446,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1800,2646,2646,14-Nov-24
1447,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,2000,3500,2900,23-Nov-24
1448,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1215,1300,1300,11-Jun-24
1449,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,200,328,318,07-Apr-25
1450,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1600,2200,1682,08-Aug-24
1451,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1015,1015,1015,22-May-24
1452,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1500,1986,1700,19-Dec-24
1453,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,250,350,350,02-Apr-25
1454,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,300,1207,1207,14-May-24
1455,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1200,1876,1876,25-Dec-24
1456,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,400,600,600,15-Jan-25
1457,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1100,1500,1100,12-Jun-24
1458,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1682,2000,1850,07-Aug-24
1459,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1500,2300,1500,02-Sep-24
1460,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,2000,2200,2000,03-Oct-24
1461,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,972,1528,972,27-Jun-24
1462,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1800,2331,1800,25-Jul-24
1463,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,900,1432,1098,27-Dec-24
1464,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1682,2400,1682,30-Aug-24
1465,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,964,1100,1100,11-May-24
1466,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,800,1000,1000,29-May-24
1467,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,250,400,270,30-Jan-25
1468,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1755,1995,1755,13-Sep-24
1469,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,600,825,648,16-Apr-24
1470,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1600,2200,1800,04-Dec-24
1471,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,800,1040,1000,23-May-24
1472,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,604,1000,604,25-Apr-24
1473,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1800,2536,1800,15-Jul-24
1474,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,500,773,773,27-May-24
1475,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,500,1000,700,06-Apr-24
1476,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,600,800,800,22-Apr-24
1477,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,327,467,358,25-Jan-25
1478,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1600,2200,1800,18-Dec-24
1479,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1000,1750,1000,04-Jul-24
1480,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,3500,3500,3500,24-Oct-24
1481,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,225,317,300,21-Mar-25
1482,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,500,630,630,11-Apr-24
1483,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,250,293,293,15-Apr-25
1484,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,390,500,400,05-Feb-25
1485,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,400,550,400,06-Feb-25
1486,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,300,489,489,27-Jan-25
1487,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,250,400,320,24-Feb-25
1488,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,2000,2000,2000,20-Sep-24
1489,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,291,400,291,04-Feb-25
1490,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,225,300,263,11-Apr-25
1491,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,500,647,647,06-Jan-25
1492,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,600,1200,800,09-May-24
1493,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,2500,3000,2500,16-Oct-24
1494,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,2000,2719,2492,28-Nov-24
1495,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1200,1869,1200,03-Jul-24
1496,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,300,541,541,08-Jan-25
1497,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1775,2493,2493,23-Sep-24
1498,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,1500,2100,1683,31-Aug-24
1499,kapurthala,Punjab,Phagwara,Cabbage,Other,FAQ,250,400,395,22-Mar-25
